Username,UserID,MessageID,Timestamp,Content
kawayu0708,1224218328382443712,1231363724196188190,2024-04-20 21:59:49.480000+00:00,"私も１つのカリキュラムに対して、結構時間かかります笑。また、Macの操作にもまだ手間取っていますね。
アウトプットルームでの皆さんの進行具合を見て、勝手に焦りも感じていました。

「まだまだ右も左もわからず・・・」
↑私もそう感じているので、ぜひ一緒に頑張りたいです！ひとりだと辛いので💦"
kawayu0708,1224218328382443712,1231360515566211193,2024-04-20 21:47:04.483000+00:00,"◆今日のダイアリー（今日の学びを振り返ってみた）
【1】学習内容（コース名「レッスン名」／やったこと）
・教材： web制作　
・やったこと：「HTMLの構造を学ぼう」というワークの復習
　　　　　　：「基本のWebページを作ろう２」というワーク

【2】本日の学習時間 
・　９０分くらい

【3】本日の学習を通したポジティブな気づき 
・HTMLの要素は中身に応じて高さが変動すること
練習問題等でも「p」や「br」は自分で記述した覚えがあまりないので、良い復讐になった。どこかの練習問題て要素の中の高さが回答と合わなかったこともあった。

・ブロックレベル要素とインライン要素について
ブロックは「横幅いっぱいに表示される四角い箱であり、高さは中身によって変わる。縦並びになる」
インラインは「中身の中の分だけ横幅が広がり、高さも変わる。連続すると横並びになる」
どっかの練習問題で縦並びに表示したいのに横並びに表示されて、わからなくなりメンターにヒントを求めたことがあった。なので良い復習になったと思う。

・％の理解
どこかのレッスンで出てきたことがあったと思うが「親のサイズを100％とした時の、子のサイズの指定方法」とあらためて理解できた。

【4】難しかったこと・悩んだこと 
「基本のWebページを作ろう２」というワークの中でHTML、CSSの記述量が増えてきたので、どの記述がどこを指しているのか分からなくなった。
今後さらに増えてくると思うと、より大変になる気がするが慣れと思って頑張りたい

【5】その他、考えたこと（任意）"
ziyun03383,1224194187449335880,1231145010934710333,2024-04-20 07:30:44.175000+00:00,"4/20◆本日のダイアリー（本日の学びを振り返ってみた）
【1】実践的なWebサイト制作
実践的なWebサイト制作1
〜実践的なサイト制作に挑戦しよう〜

【2】本日の学習時間 
・80分くらい

【3】本日の学習を通したポジティブな気づき 
なし
【4】難しかったこと・悩んだこと 
課題についてまずは自分で考えようとあるものの、そもそもどういう取っ掛かりで作業していけばいいかわからず、正直イライラした。
実際答えを見ても習っていないことも多く、復習が足りていても解けないじゃんと思った。
例えばletter-spacingでもテキストではｐｘ指定→課題の回答では0.5emとなっており、そもそもemって何？という感じになる。

【5】その他、考えたこと（任意）
単純に自身の復習が足りていない気もしますが、模範解答のpaddingなどの数字をどういう取っ掛かりから設定すればよいかなど
わからない。少し学習意欲の継続が難しくなってきた。違う単元も勉強してみようかと思う。"
ryosukearai,1192326223909621760,1231139974796279808,2024-04-20 07:10:43.466000+00:00,"【1】学習内容（テックスタディ／JavaScript）
・教材：JavaScript
【2】サマライズテーマ 
 ・ 様々な関数定義
【3】オリジナル解説文
・関数宣言_先に読み込まれる
function calc(num1,num2){
return num1*num2
}
const num1=3
const num2=4
console.log(calc(num1,num2))
・関数式_先に読み込まれることがない為、読み込ませたくないときに使用
const hello=function(){
console.log(`hello`)
}
・無名関数_関数名なしで関数定義可能
const countNum=function(){
console.log(num)
}
countNum(1)
・即時関数_関数定義後にすぐに実行される
(function countNum(num) {
console.log(num)
}) (1)
・アロー関数_短い記述で関数を定義可能
const countNum(num)=>{
console.log(num)
}
countNum(1)
【4】言語化してみての気づき（任意）
・RubyとJavaScriptでコーディングの違いがあるが、サマリノートがあれば混乱も防げそう
・JavaScriptの関数は記述方法が複数あり、使い処の感覚はカリキュラムを進めていく中で掴めそう"
yasukaki77,1224230770223353876,1231131686318903348,2024-04-20 06:37:47.339000+00:00,"◆4月20日(土)のダイアリー 
【1】学習内容（DXプログラミング）
・教材： Python基礎文法
・やったこと：Lesson1〜Lesson3まで取り組みました
【2】本日の学習時間
・分割しながら120分くらい
【3】本日の学習を通したポジティブな気づき
・Pythonの文法は非常にわかりやすいということ
　具体的には、定義や演算子、代入の考え方が誤解を恐れずに言うならばExcelの数式と似通っていること。
・Excelの数式は個人的には非常に得意なので、とっつきやすいことが自信につながった。
・プログラムを書いて、教材に書かれた例の通りに出力された時は非常に嬉しい。学習することの喜びを感じる。
【4】難しかったこと・悩んだこと
・上に記述したことと関連するが、思いこみで進めてしまうことがあった。Pythonの記述ルールとは違うやり方で記述してしまい、「違う違う」と気づいて、教材を再び読み込み、正しい方法でやり直した。
【5】その他、考えたこと（任意） 
・基礎の部分であるため、思いこみを排してしっかりと身につけたい。"
kawayu0708,1224218328382443712,1231120814506512424,2024-04-20 05:54:35.297000+00:00,"◆一昨日のダイアリー（一昨日の学びを振り返ってみた）
【1】学習内容（コース名「レッスン名」／やったこと）
・教材： web制作　
・やったこと：「最低限のCSSの文法を学ぼう」というワークの復習
　　　　　　：「基本のWebページを作ろう１」というワーク
【2】本日の学習時間 
・　90分くらい
【3】本日の学習を通したポジティブな気づき 
・span、idの存在と使い方。（練習問題とかにも出てきてなかったと思うから、全く覚えていなかった笑）
・vh、vwの使いかた（なんとなく・・・復習が必須）
【4】難しかったこと・悩んだこと 
・練習問題に、いきなり出てきたcalcというプロパティについて　異なる単位を計算するってどゆこと！？

【5】その他、考えたこと（任意） 
・アウトプット途中で、子育て時間を取られてしまったので覚えていない笑
・"
kishitake3213,943352763797082223,1231089984853774448,2024-04-20 03:52:04.935000+00:00,"【1】学習内容（コース名「レッスン名」／やったこと）
・教材：Web制作「ヒントだけでWebページを実装しよう」　復習
・やったこと：main-headerまでの課題
【2】サマライズテーマ 
 ・Flexboxの幅について
【3】オリジナル解説文
 ・side-headerのside-box設定時に、flex設定を入れたら白枠が消えた。（要因は幅の設定漏れ）
 ・flexboxはインライン要素と類似のもの？と思い調べたところ、flex basisというflexboxには初期設定がありこれにより幅指定されていることが判明。（ただ、通常flex basisを使用する状況はあまりなそう）
【4】言語化してみての気づき（任意）
 ・改めてヒントだけで〜の章に取り組むとわかっていないこと、理解できていないこと（上記のflexや他にはa要素の書き方等）が多くあるので、じっくり復習していきたいと思います。"
m09335,1224311807674679296,1231069592600969379,2024-04-20 02:31:03.043000+00:00,"◆2024年4月20日・午前の部のダイアリー（本日の学びを振り返ってみた）
【1】学習内容（コース名「自己理解・キャリアコース」／）
・教材： 自己理解・キャリア「第5週：選考に備える　DAY2職務経歴書の準備」
・やったこと：職務経歴を文章化しじぶんフォリオに入力した
【2】本日の学習時間 
・60分くらい
【3】本日の学習を通したポジティブな気づき 
・文章化するとやっぱりソレっぽく見える
・まずやってみる
・やると気分が乗ってくる
【4】難しかったこと・悩んだこと 
・やはり途中で気が散る
・文章は長くても短くてもダメ
【5】その他、考えたこと（任意） 
・書くことのひな型ややることの順番が決まっていると取り組みやすい
・イチからやろうとするとたいてい挫折する
・ここまではやろう、という最低目標を決める
・目標は低くていい"
nomura_megumi,1177522540533522493,1231047975556481104,2024-04-20 01:05:09.138000+00:00,"<@1224314958527860750> さん
DXプログラミングに入られてますね！
フロント実装（HTML/CSS）との違いも楽しみながら進めてみてください〜！"
shoko_o45,1224314958527860750,1231046302293557380,2024-04-20 00:58:30.201000+00:00,"◆4/20 サマライズ
【1】学習内容
・教材：DXプログラミング「lesson1.2と3/python基礎文法/プログラミング言語に触れてみよう」
・やったこと：pythonを使用したプログラミングの流れを学ぶ
【2】サマライズテーマ 
・pythonを使用したプログラミングの流れ
【3】オリジナル解説文
・pythonとは、プログラミング言語のひとつ
・プログラミング言語とは、人間からコンピュータに指示を伝える言葉(人間⇔人間　自然言語)
・プログラミングの大きな流れは①ファイルにコードを書いて保存する②をPCに読み込ませたファイルを指定してプログラムを実行する
・エラーが起こる原因で多くみられるのは、「全角スペースを使用している」「スペル間違い」。注意しよう⚠
【4】言語化してみての気づき
・プログラミングとは、を、シンプルに理解できた。
・プログラミングの大まかな工程を知ることができた。
・エラーについてはweb作成でも注意が必要な内容。また、自分自身も多くのバリエーションのエラーを経験し、エラーに対応できるようになりたい"
m09335,1224311807674679296,1231005758272045166,2024-04-19 22:17:23.753000+00:00,"◆2024年4月20日のダイアリー（本日の学びを振り返ってみた）
【1】学習内容（コース名「自己理解・キャリアコース」／）
・教材： 自己理解・キャリア「第5週：選考に備える　DAY2職務経歴書の準備」
・やったこと：現在の仕事内容を詳細に洗い出し
【2】本日の学習時間 
・30分くらい
【3】本日の学習を通したポジティブな気づき 
・じぶんフォリオの記入例が参考になった
・苦手なことは因数分解してどこが嫌でどうやったら取り組めるが考える
・仕事に対してちゃんとやってきた自分に気づく
【4】難しかったこと・悩んだこと 
・やはりまとまらない
・まとまらないのはテンションが上がっているから
【5】その他、考えたこと（任意） 
・転職回数は多いものの意識的に取り組んだので現職のみ
・現職の中でもプレイヤー期、マネージャー期に分かれる
・属人的な仕事が多い
・自分がいなくても回る仕組み作りを考えた
・定量的な成果はない
・頼りにされているのは評価と受け止めていいのか
・平日と起床時間が変わり学習時間がとれなかった
・１日のやることとスケジュールを決める"
kishitake3213,943352763797082223,1230889429950922844,2024-04-19 14:35:08.920000+00:00,"【1】学習内容（コース名「レッスン名」／やったこと）
・教材：Web制作「JavaScriptでできることを学ぼう」〜「JavaScriptの基本文法を学ぼう」
・やったこと：JavaScriptの基本文法の記述
【2】サマライズテーマ 
 ・Webページに動きを与えるJavaScript
【3】オリジナル解説文
 ・JavaScriptはHTML・CSSで記述したWebページにやフェードイン等の動きを加えることができる。
 ・JavaScriptの記述は；で終わりを意味するが、機能としてはなくても動く
【4】言語化してみての気づき（任意）
 ・復習だけも飽きてしまうので、先を進めてみたところJavaScriptが使えればWebページの拡張範囲が大きく広がることがわかり面白そうで意欲がまた湧いた。
 ・学習を続けるとどのようなスキルを得られるかを実際に見てみるのもモチベーションあげるのに役立つと感じた。"
eishi_sc0,822765266828132352,1230873732499898439,2024-04-19 13:32:46.356000+00:00,"◆本日のサマライズ（学んだ知識を自分で言語化してみた） 
【1】学習内容（コース名「レッスン名」／やったこと）
・教材：Lesson4 Python基礎文法２〜条件分岐処理をしよう〜
・やったこと：エラーの原因探し。

【2】サマライズテーマ 
・ ダブルクォーテーションの入れ子によるエラー

【3】オリジナル解説文
```python
print(f""{friend[""name""]}くんは乗車できます"")
```
↑のコードがエラーになる。
原因はダブルクォーテーションで囲った文字列の中にダブルクォーテーションが入っていて入れ子になっていたことが原因です。
```python
""{friend[""
```
という文字列と
```python
""]}くんは乗車できます""
```
という文字列の判断をしてエラーになります。

正しいコードは
```python
print(f""{friend['name']}くんは乗車できます"")
```
↑のコードに修正することによって正常に動作しました。

【4】言語化してみての気づき（任意）
・今回の学習で初めてシングルクォーテーションを使用しました。最初に文字列の学習をしたときは、ダブルクォーテーションとシングルクォーテーションを使いますと説明されていたのを覚えています。「シングルクォーテーションってどこで使用するの？」とずっと思っていたので、ここで使う理由がわかり納得しました。そもそも最初からテキスト通りにシングルクォーテーションで囲って記述していれば問題なく動作したと思います。しかし、「なんでここのコード、シングルクォーテーションで囲ってるん？多分ダブルクォーテーションで動くでしょ！」と思い、いきなりダブルクォーテーション入力して実行したらエラー出てフリーズ…思い込みって怖いです(笑)"
kanae0353_24833,1224194384363388982,1230850018194493451,2024-04-19 11:58:32.425000+00:00,"学習内容
HTMLとCSS 
Flexboxの使い方を学ぼう
事前準備をしよう
・見本をコピペしたファイルのものと自分で打ち込んだファイルのブラウザを見比べてみたが、同じようだったので、テキストの表示が最下部までされていないために違うように見えたと考えられた。

学んだ事
・ブロックレベル要素を横並びに配置する方法:displayプロパティにflexという値を指定する

今日の学習をとおして
今後も自分で時間を決めて、インプット→アウトプット→休憩の流れで学習を進めていきたい。"
hide777777,1102039356446888036,1230849917606432900,2024-04-19 11:58:08.443000+00:00,"【1】学習内容（コース名「レッスン名」／やったこと）
キャリアウィズ
【2】本日の学習時間 
・（例）180分くらい
【3】本日の学習を通したポジティブな気づき 
・
・
【4】難しかったこと・悩んだこと 
・
・
【5】その他、考えたこと（任意） 
・自分の事を見つめ直す事ができるカリキュラム"
tomoko8sept,832424752538714146,1230848677044817931,2024-04-19 11:53:12.670000+00:00,"◾️超集中勉強会　の続きです。
・教材：DXプログラミング「Pythonの基礎文法1」
　◎ ミニアプリ作成
　　・テキストを読んでいたら時間がきた
　◎気づき
　　・短い時間でしたが、集中できた"
sai017347,1224319534358466582,1230848483364175915,2024-04-19 11:52:26.493000+00:00,"【1】学習内容
・Web開発。Ruby。情報を順番で管理して1つにまとめよう
・やったこと変数の勉強
【2】本日の学習時間 
・２０分
【3】本日の学習を通したポジティブな気づき
・複数の変数を入れることもできる。
ex)〇〇 = [""〇〇”, ""〇〇”]という形で複数入れれる。

【4】言語化してみての気づき（任意）
・Rubyの勉強で具体的なやり方をちゃんと覚えれてないのでまた復習します。"
shuto.work,1224215004614623264,1230847958002438154,2024-04-19 11:50:21.237000+00:00,"【超集中勉強会　アウトプット】

Git Hubで
`git push origin main `
を実行したら、PATを求められた。
PTAはpersonal Acsess Tokenのことで、パスワードの代わりになるもの。有効期限つきのパスワードのことで、数年前から導入されたらしい。。"
smallboss045,654363581143449621,1230847596210290718,2024-04-19 11:48:54.979000+00:00,"問題：1-2. レイアウトをさらに細かくしましょう
解答を見ながらクリア
<header class=とかで作ったら動作しなかった；；；
全部<div classで要素をつくるとのこと。
てへっ＾＾"
kawada77_75896,1224196306583552072,1230847425363710015,2024-04-19 11:48:14.246000+00:00,"先ほどの続きです。（編集）

◆本日のダイアリー（本日の学びを振り返ってみた）
【1】学習内容    HTMLの構造
・教材： HTMLのレイアウト構造を学ぼう
                   ブロックレベル要素とインライン要素について学ぼう
　　　　親子構造を含んだHTMLを記述しよう
　　　　実際にここからは実際にコードを書きながら、HTMLの
　　　　レイアウトについての理解を深めました。
　　　　
・やったこと：まずは要素の意味を理解しようと熟読しました。
　　　　　　　実際にコードを書いてブラウザで確認するのが
　　　　　　　１番、学習になると思いました。
【2】本日の学習時間 
・15分くらい
【3】本日の学習を通したポジティブな気づき 
・一人ではなかなか集中できなかったので
　今日は特別に集中できてうれしかったです。
・実際にコードを書いてブラウザで確認するのが
　１番、学習になると思いました。
・
【4】難しかったこと・悩んだこと 
・とにかく何か学習しないと！と焦りました。。
・
【5】その他、考えたこと（任意） 
・今後から今日のように集中して学習したいと思います。"
kanae0353_24833,1224194384363388982,1230844664660103278,2024-04-19 11:37:16.043000+00:00,"学習内容
HTMLとCSS 
Flexboxの使い方を学ぼうの事前準備をしよう
・HTMLファイルとCSSファイルを復習兼ねて見本のとおり打ち込んだ

・フォルダの構成は正しくできた。
・ブラウザで確認したら、ブルーとピンクの表示が違う
→コードを見直してどこが違うか確認する

集中講座を受けて気づいたこと
・時間を区切られると、時間内にやらねば！と集中できる
・アウトプットは苦手意識があり、できていなかったが、文字化する事で自分の中で再認識される事が体験できた。"
hide777777,1102039356446888036,1230844602383204432,2024-04-19 11:37:01.195000+00:00,"【1】学習内容（コース名「レッスン名」／やったこと）
自己理解
【2】本日の学習時間 
・（例）180分くらい
【3】本日の学習を通したポジティブな気づき 
・
・
【4】難しかったこと・悩んだこと 
・
・
【5】その他、考えたこと（任意） 
・自分を理解する事。
・自分らしく働く為には。
・今後の人生を豊かにするキャリアチェンジ"
kawada77_75896,1224196306583552072,1230843361607417936,2024-04-19 11:32:05.371000+00:00,"◆本日のダイアリー（本日の学びを振り返ってみた）
【1】学習内容    HTMLの構造
・教材： HTMLのレイアウト構造を学ぼう
                   ブロックレベル要素とインライン要素について学ぼう
・やったこと：まずは要素の意味を理解しようと熟読しました。
【2】本日の学習時間 
・15分くらい
【3】本日の学習を通したポジティブな気づき 
・一人ではなかなか集中できなかったので
　今日は特別に集中できてうれしかったです。
・
【4】難しかったこと・悩んだこと 
・とにかく何か学習しないと！と焦りました。。
・
【5】その他、考えたこと（任意） 
・今後から今日のように集中して学習したいと思います。"
sai017347,1224319534358466582,1230843268481290292,2024-04-19 11:31:43.168000+00:00,"【1】学習内容
・Web開発。Ruby。ターミナルで入力と出力をしよう
・やったこと：
【【2】本日の学習時間 
・２０分
【3】本日の学習を通したポジティブな気づき
・Rubyのメソッドにはいろいろある。puts でRubyで入力してるものを出す。getsで今から入力してもらう文字や数字をRuｂｙに組み込む。組み込む際は改行や文字になってるので気をつける。
→改行を直すのは\n。文字を数字に直すのは.to_i

【4】言語化してみての気づき（任意）
・アウトプットのやり方は合ってなさそう、、、"
tomoko8sept,832424752538714146,1230843036066648125,2024-04-19 11:30:47.756000+00:00,"◾️超集中勉強会　アウトプット
・教材：DXプログラミング「Pythonの基礎文法1」
　◎ 変数の命名規則
　・単語間のスペースや先頭にif、数字だと代入がNGだということ
それじゃぁ、他のエクエル関数で使われるのもNGということなのかもしれない。
調べてみようと思う。"
smallboss045,654363581143449621,1230842747724894259,2024-04-19 11:29:39.010000+00:00,"HTMLとCSS
〜ヒントだけでWebページを実装しよう〜
問題：1-1. サイドバーとチャット画面でレイアウトを2分割しましょう
何も見ずにクリアｗ
 問題：1-2. レイアウトをさらに細かくしましょう
ここでつまづく、サイドバーの分割が覚えきれてないようです。テキスト見ながら要復讐"
shuto.work,1224215004614623264,1230842310674350091,2024-04-19 11:27:54.809000+00:00,"【超集中勉強会　アウトプット】
コース：CLI操作とLinuxコマンド

【パスとは】
ディレクトリの住所を表す文字列のこと。道標のようなもの。

【絶対パスとは】
ルートディレクトリ（階層の一番上）から操作したいディレクトリを指定するもの

【相対パスとは】
作業中のディレクトリから、移りたいディレクトリへの道。
 / などのルートディレクトリからは指定しない。"
